Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Injurias;Andalucía;2013;4
Injurias;Andalucía;2012;5
Injurias;Andalucía;2011;12
Injurias;Aragón;2023;0
Injurias;Aragón;2022;1
Injurias;Aragón;2021;3
Injurias;Aragón;2020;2
Injurias;Aragón;2019;3
Injurias;Aragón;2018;2
Injurias;Aragón;2017;1
Injurias;Aragón;2016;3
Injurias;Aragón;2015;1
Injurias;Aragón;2014;0
Injurias;Aragón;2013;0
Injurias;Aragón;2012;0
Injurias;Aragón;2011;4
Injurias;Asturias, Principado de;2023;0
Injurias;Asturias, Principado de;2022;3
Injurias;Asturias, Principado de;2021;1
Injurias;Asturias, Principado de;2020;5
Injurias;Asturias, Principado de;2019;3
Injurias;Asturias, Principado de;2018;1
Injurias;Asturias, Principado de;2017;1
Injurias;Asturias, Principado de;2016;4
Injurias;Asturias, Principado de;2015;1
Injurias;Asturias, Principado de;2014;0
Injurias;Asturias, Principado de;2013;0
Injurias;Asturias, Principado de;2012;0
Injurias;Asturias, Principado de;2011;1
Injurias;Balears, Illes;2023;0
Injurias;Balears, Illes;2022;1
Injurias;Balears, Illes;2021;4
Injurias;Balears, Illes;2020;3
Injurias;Balears, Illes;2019;1
Injurias;Balears, Illes;2018;3
Injurias;Balears, Illes;2017;5
Injurias;Balears, Illes;2016;6
Injurias;Balears, Illes;2015;1
Injurias;Balears, Illes;2014;2
Injurias;Balears, Illes;2013;0
Injurias;Balears, Illes;2012;1
Injurias;Balears, Illes;2011;1
Injurias;Canarias;2023;0
Injurias;Canarias;2022;0
Injurias;Canarias;2021;4
Injurias;Canarias;2020;1
Injurias;Canarias;2019;5
Injurias;Canarias;2018;7
Injurias;Canarias;2017;9
Injurias;Canarias;2016;16
Injurias;Canarias;2015;7
Injurias;Canarias;2014;2
Injurias;Canarias;2013;1
Injurias;Canarias;2012;0
Injurias;Canarias;2011;1
Injurias;Cantabria;2023;0
Injurias;Cantabria;2022;2
Injurias;Cantabria;2021;9
Injurias;Cantabria;2020;3
Injurias;Cantabria;2019;5
Injurias;Cantabria;2018;2
Injurias;Cantabria;2017;7
Injurias;Cantabria;2016;3
Injurias;Cantabria;2015;6
Injurias;Cantabria;2014;1
Injurias;Cantabria;2013;0
Injurias;Cantabria;2012;1
Injurias;Cantabria;2011;0
Injurias;Castilla y León;2023;1
Injurias;Castilla y León;2022;4
Injurias;Castilla y León;2021;8
Injurias;Castilla y León;2020;5
Injurias;Castilla y León;2019;6
Injurias;Castilla y León;2018;6
Injurias;Castilla y León;2017;9
Injurias;Castilla y León;2016;5
Injurias;Castilla y León;2015;4
Injurias;Castilla y León;2014;1
Injurias;Castilla y León;2013;1
Injurias;Castilla y León;2012;28
Injurias;Castilla y León;2011;35
Injurias;Castilla - La Mancha;2023;0
Injurias;Castilla - La Mancha;2022;1
Injurias;Castilla - La Mancha;2021;4
Injurias;Castilla - La Mancha;2020;4
Injurias;Castilla - La Mancha;2019;17
Injurias;Castilla - La Mancha;2018;10
Injurias;Castilla - La Mancha;2017;14
Injurias;Castilla - La Mancha;2016;17
Injurias;Castilla - La Mancha;2015;7
Injurias;Castilla - La Mancha;2014;4
Injurias;Castilla - La Mancha;2013;2
Injurias;Castilla - La Mancha;2012;3
Injurias;Castilla - La Mancha;2011;1
Injurias;Cataluña;2023;2
Injurias;Cataluña;2022;6
Injurias;Cataluña;2021;16
Injurias;Cataluña;2020;13
Injurias;Cataluña;2019;5
Injurias;Cataluña;2018;21
Injurias;Cataluña;2017;29
Injurias;Cataluña;2016;30
Injurias;Cataluña;2015;9
Injurias;Cataluña;2014;3
Injurias;Cataluña;2013;6
Injurias;Cataluña;2012;3
Injurias;Cataluña;2011;8
Injurias;Comunitat Valenciana;2023;2
Injurias;Comunitat Valenciana;2022;12
Injurias;Comunitat Valenciana;2021;26
Injurias;Comunitat Valenciana;2020;23
Injurias;Comunitat Valenciana;2019;48
Injurias;Comunitat Valenciana;2018;43
Injurias;Comunitat Valenciana;2017;34
Injurias;Comunitat Valenciana;2016;58
Injurias;Comunitat Valenciana;2015;16
Injurias;Comunitat Valenciana;2014;11
Injurias;Comunitat Valenciana;2013;7
Injurias;Comunitat Valenciana;2012;9
Injurias;Comunitat Valenciana;2011;16
Injurias;Extremadura;2023;0
Injurias;Extremadura;2022;2
Injurias;Extremadura;2021;2
Injurias;Extremadura;2020;3
Injurias;Extremadura;2019;3
Injurias;Extremadura;2018;7
Injurias;Extremadura;2017;7
Injurias;Extremadura;2016;7
Injurias;Extremadura;2015;2
Injurias;Extremadura;2014;2
Injurias;Extremadura;2013;0
Injurias;Extremadura;2012;0
Injurias;Extremadura;2011;3
Injurias;Galicia;2023;0
Injurias;Galicia;2022;0
Injurias;Galicia;2021;11
Injurias;Galicia;2020;4
Injurias;Galicia;2019;4
Injurias;Galicia;2018;6
Injurias;Galicia;2017;7
Injurias;Galicia;2016;5
Injurias;Galicia;2015;0
Injurias;Galicia;2014;3
Injurias;Galicia;2013;0
Injurias;Galicia;2012;2
Injurias;Galicia;2011;4
Injurias;Madrid, Comunidad de;2023;0
Injurias;Madrid, Comunidad de;2022;4
Injurias;Madrid, Comunidad de;2021;5
Injurias;Madrid, Comunidad de;2020;5
Injurias;Madrid, Comunidad de;2019;7
Injurias;Madrid, Comunidad de;2018;6
Injurias;Madrid, Comunidad de;2017;7
Injurias;Madrid, Comunidad de;2016;10
Injurias;Madrid, Comunidad de;2015;6
Injurias;Madrid, Comunidad de;2014;5
Injurias;Madrid, Comunidad de;2013;4
Injurias;Madrid, Comunidad de;2012;3
Injurias;Madrid, Comunidad de;2011;7
Injurias;Murcia, Región de;2023;0
Injurias;Murcia, Región de;2022;2
Injurias;Murcia, Región de;2021;11
Injurias;Murcia, Región de;2020;15
Injurias;Murcia, Región de;2019;21
Injurias;Murcia, Región de;2018;15
Injurias;Murcia, Región de;2017;12
Injurias;Murcia, Región de;2016;17
Injurias;Murcia, Región de;2015;15
Injurias;Murcia, Región de;2014;3
Injurias;Murcia, Región de;2013;1
Injurias;Murcia, Región de;2012;1
Injurias;Murcia, Región de;2011;2
Injurias;Navarra, Comunidad Foral de;2023;1
Injurias;Navarra, Comunidad Foral de;2022;0
Injurias;Navarra, Comunidad Foral de;2021;1
Injurias;Navarra, Comunidad Foral de;2020;1
Injurias;Navarra, Comunidad Foral de;2019;0
Injurias;Navarra, Comunidad Foral de;2018;2
Injurias;Navarra, Comunidad Foral de;2017;2
Injurias;Navarra, Comunidad Foral de;2016;2
Injurias;Navarra, Comunidad Foral de;2015;0
Injurias;Navarra, Comunidad Foral de;2014;0
Injurias;Navarra, Comunidad Foral de;2013;2
Injurias;Navarra, Comunidad Foral de;2012;0
Injurias;Navarra, Comunidad Foral de;2011;1
Injurias;País Vasco;2023;0
Injurias;País Vasco;2022;5
Injurias;País Vasco;2021;14
Injurias;País Vasco;2020;11
Injurias;País Vasco;2019;15
Injurias;País Vasco;2018;28
Injurias;País Vasco;2017;29
Injurias;País Vasco;2016;33
Injurias;País Vasco;2015;24
Injurias;País Vasco;2014;19
Injurias;País Vasco;2013;26
Injurias;País Vasco;2012;17
Injurias;País Vasco;2011;18
Injurias;Rioja, La;2023;0
Injurias;Rioja, La;2022;0
Injurias;Rioja, La;2021;1
Injurias;Rioja, La;2020;1
Injurias;Rioja, La;2019;0
Injurias;Rioja, La;2018;0
Injurias;Rioja, La;2017;0
Injurias;Rioja, La;2016;1
Injurias;Rioja, La;2015;0
Injurias;Rioja, La;2014;1
Injurias;Rioja, La;2013;0
Injurias;Rioja, La;2012;0
Injurias;Rioja, La;2011;0
Injurias;Ceuta;2023;0
Injurias;Ceuta;2022;0
Injurias;Ceuta;2021;1
Injurias;Ceuta;2020;0
Injurias;Ceuta;2019;0
Injurias;Ceuta;2018;0
Injurias;Ceuta;2017;0
Injurias;Ceuta;2016;0
Injurias;Ceuta;2015;1
Injurias;Ceuta;2014;0
Injurias;Ceuta;2013;0
Injurias;Ceuta;2012;0
Injurias;Ceuta;2011;0
Injurias;Melilla;2023;0
Injurias;Melilla;2022;0
Injurias;Melilla;2021;1
Injurias;Melilla;2020;2
Injurias;Melilla;2019;0
Injurias;Melilla;2018;0
Injurias;Melilla;2017;0
Injurias;Melilla;2016;3
Injurias;Melilla;2015;0
Injurias;Melilla;2014;0
Injurias;Melilla;2013;0
Injurias;Melilla;2012;0
Injurias;Melilla;2011;0
Daños;Total Nacional;2023;382
Daños;Total Nacional;2022;296
Daños;Total Nacional;2021;292
Daños;Total Nacional;2020;208
Daños;Total Nacional;2019;301
Daños;Total Nacional;2018;291
Daños;Total Nacional;2017;241
Daños;Total Nacional;2016;225
Daños;Total Nacional;2015;124
Daños;Total Nacional;2014;64
Daños;Total Nacional;2013;47
Daños;Total Nacional;2012;75
Daños;Total Nacional;2011;76
Daños;Andalucía;2023;96
Daños;Andalucía;2022;78
Daños;Andalucía;2021;86
Daños;Andalucía;2020;50
Daños;Andalucía;2019;78
Daños;Andalucía;2018;59
Daños;Andalucía;2017;54
Daños;Andalucía;2016;56
Daños;Andalucía;2015;26
Daños;Andalucía;2014;22
Daños;Andalucía;2013;15
Daños;Andalucía;2012;15
Daños;Andalucía;2011;22
Daños;Aragón;2023;4
Daños;Aragón;2022;5
Daños;Aragón;2021;7
Daños;Aragón;2020;3
Daños;Aragón;2019;3
Daños;Aragón;2018;12
Daños;Aragón;2017;10
Daños;Aragón;2016;5
Daños;Aragón;2015;2
Daños;Aragón;2014;2
Daños;Aragón;2013;1
Daños;Aragón;2012;0
Daños;Aragón;2011;4
Daños;Asturias, Principado de;2023;12
Daños;Asturias, Principado de;2022;7
Daños;Asturias, Principado de;2021;10
Daños;Asturias, Principado de;2020;2
Daños;Asturias, Principado de;2019;8
Daños;Asturias, Principado de;2018;8
Daños;Asturias, Principado de;2017;6
Daños;Asturias, Principado de;2016;8
Daños;Asturias, Principado de;2015;2
Daños;Asturias, Principado de;2014;1
Daños;Asturias, Principado de;2013;0
Daños;Asturias, Principado de;2012;1
Daños;Asturias, Principado de;2011;2
Daños;Balears, Illes;2023;13
Daños;Balears, Illes;2022;9
Daños;Balears, Illes;2021;6
Daños;Balears, Illes;2020;6
Daños;Balears, Illes;2019;7
Daños;Balears, Illes;2018;7
Daños;Balears, Illes;2017;9
Daños;Balears, Illes;2016;9
Daños;Balears, Illes;2015;7
Daños;Balears, Illes;2014;2
Daños;Balears, Illes;2013;0
Daños;Balears, Illes;2012;3
Daños;Balears, Illes;2011;7
Daños;Canarias;2023;28
Daños;Canarias;2022;20
Daños;Canarias;2021;27
Daños;Canarias;2020;24
Daños;Canarias;2019;21
Daños;Canarias;2018;28
Daños;Canarias;2017;21
Daños;Canarias;2016;14
Daños;Canarias;2015;11
Daños;Canarias;2014;5
Daños;Canarias;2013;4
Daños;Canarias;2012;1
Daños;Canarias;2011;3
Daños;Cantabria;2023;12
Daños;Cantabria;2022;12
Daños;Cantabria;2021;5
Daños;Cantabria;2020;4
Daños;Cantabria;2019;8
Daños;Cantabria;2018;17
Daños;Cantabria;2017;6
Daños;Cantabria;2016;15
Daños;Cantabria;2015;5
Daños;Cantabria;2014;3
Daños;Cantabria;2013;0
Daños;Cantabria;2012;2
Daños;Cantabria;2011;1
Daños;Castilla y León;2023;12
Daños;Castilla y León;2022;13
Daños;Castilla y León;2021;14
Daños;Castilla y León;2020;7
Daños;Castilla y León;2019;9
Daños;Castilla y León;2018;13
Daños;Castilla y León;2017;5
Daños;Castilla y León;2016;9
Daños;Castilla y León;2015;4
Daños;Castilla y León;2014;2
Daños;Castilla y León;2013;1
Daños;Castilla y León;2012;6
Daños;Castilla y León;2011;2
Daños;Castilla - La Mancha;2023;11
Daños;Castilla - La Mancha;2022;7
Daños;Castilla - La Mancha;2021;9
Daños;Castilla - La Mancha;2020;5
Daños;Castilla - La Mancha;2019;7
Daños;Castilla - La Mancha;2018;11
Daños;Castilla - La Mancha;2017;9
Daños;Castilla - La Mancha;2016;5
Daños;Castilla - La Mancha;2015;4
Daños;Castilla - La Mancha;2014;1
Daños;Castilla - La Mancha;2013;0
Daños;Castilla - La Mancha;2012;2
Daños;Castilla - La Mancha;2011;2
Daños;Cataluña;2023;51
Daños;Cataluña;2022;34
Daños;Cataluña;2021;38
Daños;Cataluña;2020;31
Daños;Cataluña;2019;33
Daños;Cataluña;2018;39
Daños;Cataluña;2017;38
Daños;Cataluña;2016;34
Daños;Cataluña;2015;19
Daños;Cataluña;2014;5
Daños;Cataluña;2013;8
Daños;Cataluña;2012;10
Daños;Cataluña;2011;8
Daños;Comunitat Valenciana;2023;59
Daños;Comunitat Valenciana;2022;55
Daños;Comunitat Valenciana;2021;42
Daños;Comunitat Valenciana;2020;27
Daños;Comunitat Valenciana;2019;52
Daños;Comunitat Valenciana;2018;35
Daños;Comunitat Valenciana;2017;35
Daños;Comunitat Valenciana;2016;30
Daños;Comunitat Valenciana;2015;19
Daños;Comunitat Valenciana;2014;8
Daños;Comunitat Valenciana;2013;2
Daños;Comunitat Valenciana;2012;13
Daños;Comunitat Valenciana;2011;4
Daños;Extremadura;2023;15
Daños;Extremadura;2022;7
Daños;Extremadura;2021;5
Daños;Extremadura;2020;3
Daños;Extremadura;2019;4
Daños;Extremadura;2018;1
Daños;Extremadura;2017;2
Daños;Extremadura;2016;3
Daños;Extremadura;2015;4
Daños;Extremadura;2014;1
Daños;Extremadura;2013;0
Daños;Extremadura;2012;1
Daños;Extremadura;2011;2
Daños;Galicia;2023;18
Daños;Galicia;2022;18
Daños;Galicia;2021;13
Daños;Galicia;2020;9
Daños;Galicia;2019;10
Daños;Galicia;2018;14
Daños;Galicia;2017;12
Daños;Galicia;2016;7
Daños;Galicia;2015;5
Daños;Galicia;2014;2
Daños;Galicia;2013;3
Daños;Galicia;2012;2
Daños;Galicia;2011;3
Daños;Madrid, Comunidad de;2023;22
Daños;Madrid, Comunidad de;2022;12
Daños;Madrid, Comunidad de;2021;9
Daños;Madrid, Comunidad de;2020;14
Daños;Madrid, Comunidad de;2019;23
Daños;Madrid, Comunidad de;2018;17
Daños;Madrid, Comunidad de;2017;13
Daños;Madrid, Comunidad de;2016;7
Daños;Madrid, Comunidad de;2015;7
Daños;Madrid, Comunidad de;2014;5
Daños;Madrid, Comunidad de;2013;4
Daños;Madrid, Comunidad de;2012;7
Daños;Madrid, Comunidad de;2011;3
Daños;Murcia, Región de;2023;15
Daños;Murcia, Región de;2022;6
Daños;Murcia, Región de;2021;8
Daños;Murcia, Región de;2020;9
Daños;Murcia, Región de;2019;21
Daños;Murcia, Región de;2018;14
Daños;Murcia, Región de;2017;11
Daños;Murcia, Región de;2016;10
Daños;Murcia, Región de;2015;4
Daños;Murcia, Región de;2014;2
Daños;Murcia, Región de;2013;4
Daños;Murcia, Región de;2012;3
Daños;Murcia, Región de;2011;7
Daños;Navarra, Comunidad Foral de;2023;0
Daños;Navarra, Comunidad Foral de;2022;5
Daños;Navarra, Comunidad Foral de;2021;2
Daños;Navarra, Comunidad Foral de;2020;3
Daños;Navarra, Comunidad Foral de;2019;4
Daños;Navarra, Comunidad Foral de;2018;2
Daños;Navarra, Comunidad Foral de;2017;1
Daños;Navarra, Comunidad Foral de;2016;3
Daños;Navarra, Comunidad Foral de;2015;4
Daños;Navarra, Comunidad Foral de;2014;0
Daños;Navarra, Comunidad Foral de;2013;1
Daños;Navarra, Comunidad Foral de;2012;1
Daños;Navarra, Comunidad Foral de;2011;2
Daños;País Vasco;2023;8
Daños;País Vasco;2022;5
Daños;País Vasco;2021;6
Daños;País Vasco;2020;8
Daños;País Vasco;2019;7
Daños;País Vasco;2018;9
Daños;País Vasco;2017;6
Daños;País Vasco;2016;9
Daños;País Vasco;2015;1
Daños;País Vasco;2014;3
Daños;País Vasco;2013;4
Daños;País Vasco;2012;8
Daños;País Vasco;2011;3
Daños;Rioja, La;2023;6
Daños;Rioja, La;2022;2
Daños;Rioja, La;2021;3
Daños;Rioja, La;2020;1
Daños;Rioja, La;2019;6
Daños;Rioja, La;2018;4
Daños;Rioja, La;2017;3
Daños;Rioja, La;2016;0
Daños;Rioja, La;2015;0
Daños;Rioja, La;2014;0
Daños;Rioja, La;2013;0
Daños;Rioja, La;2012;0
Daños;Rioja, La;2011;1
Daños;Ceuta;2023;0
Daños;Ceuta;2022;1
Daños;Ceuta;2021;0
Daños;Ceuta;2020;0
Daños;Ceuta;2019;0
Daños;Ceuta;2018;1
Daños;Ceuta;2017;0
Daños;Ceuta;2016;0
Daños;Ceuta;2015;0
Daños;Ceuta;2014;0
Daños;Ceuta;2013;0
Daños;Ceuta;2012;0
Daños;Ceuta;2011;0
Daños;Melilla;2023;0
Daños;Melilla;2022;0
Daños;Melilla;2021;2
Daños;Melilla;2020;2
Daños;Melilla;2019;0
Daños;Melilla;2018;0
Daños;Melilla;2017;0
Daños;Melilla;2016;1
Daños;Melilla;2015;0
Daños;Melilla;2014;0
Daños;Melilla;2013;0
Daños;Melilla;2012;0
Daños;Melilla;2011;0
Quebrantamiento de condena;Total Nacional;2023;4.201
Quebrantamiento de condena;Total Nacional;2022;3.416
Quebrantamiento de condena;Total Nacional;2021;2.825
Quebrantamiento de condena;Total Nacional;2020;2.617
Quebrantamiento de condena;Total Nacional;2019;3.160
Quebrantamiento de condena;Total Nacional;2018;2.993
Quebrantamiento de condena;Total Nacional;2017;2.586
Quebrantamiento de condena;Total Nacional;2016;2.434
Quebrantamiento de condena;Total Nacional;2015;1.396
Quebrantamiento de condena;Total Nacional;2014;1.217
Quebrantamiento de condena;Total Nacional;2013;1.335
Quebrantamiento de condena;Total Nacional;2012;1.551
Quebrantamiento de condena;Total Nacional;2011;2.040
Quebrantamiento de condena;Andalucía;2023;1.095
Quebrantamiento de condena;Andalucía;2022;800
Quebrantamiento de condena;Andalucía;2021;667
Quebrantamiento de condena;Andalucía;2020;675
